,Title,Author,Price,Sales Rank,Genre/Theme,Published Month,Published Year
8161, Island Beneath the Sea: A Novel,Isabel Allende,17.99,NA,Fiction,Jun,2020
8162, The Infinite Plan: A Novel,Isabel Allende,17.99,NA,Fiction,Jun,2020
8163, Ines of My Soul: A Novel,Isabel Allende,17.99,NA,Fiction,Jun,2020
8164, The Land of Roar,Jenny McLachlan,16.99,NA,Juvenile Fiction,Jun,2020
8165, Library Books Are Not for Eating!,Todd Tarpley,16.99,NA,Juvenile Fiction,Jun,2020
8166, Star Wars: Book of Lists: A Galaxy's Worth of Trivia in 100 Lists,Cole Horton,24.99,NA,Humor,Jun,2020
8167, Walker Evans: No Politics,Stephanie Schwartz,45.0,NA,Photography,Jun,2020
8168, Frida Kahlo and San Francisco,Gannit Ankori,22.95,NA,Art,Jun,2020
8169, Echo on the Bay,Masatsugu Ono,16.95,NA,Fiction,Jun,2020
8170, Zeppelin Over Dayton: Guided By Voices Album By Album,Jeff Gomez,22.95,NA,Music,Jun,2020
8171, I'm Afraid Your Teddy Is in the Principal's Office,Jancee Dunn,16.99,NA,Juvenile Fiction,Jun,2020
8172, Terms of Disservice: How Silicon Valley is Destructive by Design,Dipayan Ghosh,24.99,NA,Technology & Engineering,Jun,2020
8173, Taking Children: A History of American Terror,Laura Briggs,24.95,NA,Social Science,Jun,2020
8174, Downsizing: Confronting Our Possessions in Later Life,David Ekerdt,26.0,NA,House & Home,Jun,2020
8175," What the Signs Say: Language, Gentrification, and Place-Making in Brooklyn",Shonna Trinch,53.95,NA,Language Arts & Disciplines,Jun,2020
8176, Wallpaper* City Guide Bilbao / San Sebastian,Wallpaper*,12.95,NA,Travel,Jun,2020
8177, Dali,Christopher Masters,19.95,NA,Art,Jun,2020
8178, Van Gogh,Wilhelm Uhde,19.95,NA,Art,Jun,2020
8179, Monet,John House,19.95,NA,Art,Jun,2020
8180, Picasso,Roland Penrose,19.95,NA,Art,Jun,2020
8181, Postmark Paris,Leslie Jonath,14.95,NA,Biography & Autobiography,Jun,2020
8182, A Book of Fifty Drawings,Aubrey Beardsley,14.99,NA,Art,Jun,2020
8183, Andy Warhol,Stephanie Straine,11.95,NA,Art,Jun,2020
8184, Walt Disney's Mickey Mouse: The Ice Sword Saga Book 2: Disney Masters Vol. 11,Massimo De Vita,29.99,NA,Juvenile Fiction,Jun,2020
8185, People of the City,Cyprian Ekwensi,15.95,NA,Fiction,Jun,2020
8186, Joy,Yasmeen Ismail,16.99,NA,Juvenile Fiction,Jun,2020
8187, Getting Away: 75 Everyday Practices for Finding Balance in Our Always-On World,Jon Staff,22.0,NA,Family & Relationships,Jun,2020
8188, Otto Tattercoat and the Forest of Lost Things,Matilda Woods,16.99,NA,Juvenile Fiction,Jun,2020
8189, Sparkleton #1: The Magic Day,Calliope Glass,5.99,NA,Juvenile Fiction,Jun,2020
8190, Dick Bruna: The Illustrators series,Bruce Ingman,29.95,NA,Art,Jun,2020
8191, Vagablonde,Anna Dorn,26.0,NA,Fiction,Jun,2020
8192, Lifting Belly: An Erotic Poem,Gertrude Stein,10.0,NA,Poetry,Jun,2020
8193, Child of Galaxies,Blake Nuto,16.95,NA,Juvenile Fiction,Jun,2020
8194, Wonder Woman Vol. 1: The Just War,G Willow Wilson,19.99,NA,Comics & Graphic Novels,Jun,2020
8195, Learn to Read the Easy Way: 60 Exciting Phonics-Based Activities for Kids,Heather McAvan,21.99,NA,Education,Jun,2020
8196, Biloxi: A Novel,Mary Miller,15.95,NA,Fiction,Jun,2020
8197, Big Nate Stays Classy,Lincoln Peirce,14.99,2068,Juvenile Fiction,Jun,2020
8198," A Visual Guide to Easy Meal Prep: Recipes and Techniques to Get Organized, Save Time, and Eat Healthier",Erin Romeo,16.99,NA,Cooking,Jun,2020
8199," TBH #6: TBH, You Know What I Mean",Lisa Greenwald,12.99,NA,Juvenile Fiction,Jun,2020
8200, The Death of Jesus: A Novel,J M Coetzee,27.0,NA,Fiction,May,2020
8201, The Merit Myth: How Our Colleges Favor the Rich and Divide America,Anthony P Carnevale,27.99,NA,Education,May,2020
8202, Building Resilience in Children and Teens: Giving Kids Roots and Wings,Kenneth R Ginsburg,16.95,NA,Psychology,May,2020
8203, Jelly Roll Quilts: The Classic Collection: Create classic quilts fast with 12 jelly roll quilt patterns,Pam Lintott,24.99,NA,Crafts & Hobbies,May,2020
8204," Bans, Walls, Raids, Sanctuary: Understanding U.S. Immigration for the Twenty-First Century",A Naomi Paik,18.95,NA,History,May,2020
8205, Professor Maxwell's Duplicitous Demon: How James Clerk Maxwell unravelled the mysteries of electromagnetism and matter,Brian Clegg,17.95,NA,Science,May,2020
8206, The Silver Spoon: Recipes for Babies,The Silver Spoon Kitchen,29.95,NA,Cooking,May,2020
8207," Cooking in Marfa: Welcome, We've Been Expecting You",Virginia Lebermann,49.95,NA,Cooking,May,2020
8208, Woven Together: Weavers & Their Stories,Sandu Publishing,45.0,NA,Crafts & Hobbies,May,2020
8209, The Lady of Shadows,Stephen King,25.99,NA,Fiction,May,2020
8210, Iceland: A Literary Guide for Travellers,Marcel Krueger,25.0,NA,Literary Criticism,May,2020
8211, Lonely Planet British Columbia & the Canadian Rockies 8th Ed.,Lonely Planet,19.99,NA,Travel,May,2020
8212, Lonely Planet Canada 14th Ed.,Lonely Planet,27.99,NA,Travel,May,2020
8213," Lonely Planet Nova Scotia, New Brunswick & Prince Edward Island 5th Ed.",Lonely Planet,19.99,NA,Travel,May,2020
8214, Diary of a Foreigner in Paris,Curzio Malaparte,17.95,NA,History,May,2020
8215, Tropic of Violence: A Novel,Nathacha Appanah,16.0,NA,Fiction,May,2020
8216, Amora: Stories,Natalia Borges Polesso,14.95,NA,Fiction,May,2020
8217, We Regret to Inform You,Ariel Kaplan,9.99,NA,Juvenile Fiction,May,2020
8218," Ordinary People, Extraordinary Lives: A Pictorial History of Working People in New York City",Debra E Bernhardt,25.0,NA,Political Science,May,2020
8219, Suncatcher,Jose Pimienta,16.99,NA,Young Adult Fiction,May,2020
8220, The Body Lies: A novel,Jo Baker,16.0,NA,Fiction,May,2020
8221, Baby Builders,Elissa Haden Guest,17.99,NA,Juvenile Fiction,May,2020
8222, Maps for Time Travelers: How Archaeologists Use Technology to Bring Us Closer to the Past,Mark D McCoy,26.95,NA,Social Science,May,2020
8223, Vintage Postcards from the African World: In the Dignity of Their Work and the Joy of Their Play,Jessica B Harris,35.0,NA,History,May,2020
8224," Sharing Code: Art1, Frederick Hammersley, and the Dawn of Computer Art",Patrick Frank,39.95,NA,Art,May,2020
8225, Stephen Shore: American Surfaces: Revised & Expanded Edition,Stephen Shore,69.95,NA,Photography,May,2020
8226," Foil Pack Dinners: 100 Delicious, Quick-Prep Recipes for the Grill and Oven",Julia Rutland,19.99,NA,Cooking,May,2020
8227, Giant,Mikael,24.99,NA,Comics & Graphic Novels,May,2020
8228, Strangers and Cousins: A Novel,Leah Hager Cohen,16.0,NA,Fiction,May,2020
8229, The Slave Yards: A Novel,Najwa Bin Shatwan,24.95,NA,Fiction,May,2020
8230, Natsumi's Song of Summer,Robert Paul Weston,17.99,NA,Juvenile Fiction,May,2020
8231, Froggy for President!,Jonathan London,16.99,NA,Juvenile Fiction,May,2020
8232," Selected Poems, 1968-1996",Joseph Brodsky,18.0,45658,Literary Criticism,May,2020
8233, Trans Mission: My Quest to a Beard,Alex Bertie,10.99,NA,Young Adult Nonfiction,May,2020
8234, York: The Map of Stars,Laura Ruby,17.99,NA,Juvenile Fiction,May,2020
8235," Moleskine Notebook, Expanded, Large, Ruled, Sapphire Blue, Hard Cover (5 x 8.25)",Moleskine,29.95,NA,Non-Classifiable,May,2020
8236, Pollock Confidential: A Graphic Novel,Onofrio Catacchio,19.99,NA,Art,May,2020
8237, Karate Kids,Holly Sterling,16.99,NA,Juvenile Fiction,May,2020
8238, Impostures,Al-&#7716,29.95,NA,Literary Criticism,May,2020
8239, Eight Princesses and a Magic Mirror,Natasha Farrant,19.95,NA,Juvenile Fiction,May,2020
8240, Zodiac: The Shocking True Story of the Hunt for the Nation's Most Elusive Serial Killer,Robert Graysmith,17.0,NA,Social Science,May,2020
8241, Where Is the Congo?,Megan Stine,5.99,NA,Juvenile Nonfiction,May,2020
8242, Tiny Imperfections,Alli Frank,16.0,NA,Fiction,May,2020
8243, The Story of the Earth in 25 Rocks: Tales of Important Geological Puzzles and the People Who Solved Them,Donald R Prothero,24.0,NA,Science,May,2020
8244, Haiku History: The American Saga Three Lines at a Time,H W Brands,21.95,NA,Poetry,May,2020
8245," I Choose Elena: On Trauma, Memory and Survival",Lucia Osborne-Crowley,12.95,NA,Health & Fitness,May,2020
8246, Healing Storytelling: The Art of Imagination and Storymaking for Personal Growth,Nancy Mellon,24.95,NA,Family & Relationships,May,2020
8247, Psychology for Busy People: Everything You Really Should Know,Joel Levy,16.95,NA,Psychology,May,2020
8248, The Forest Lake Mystery,Palle Rosenkrantz,15.95,NA,Fiction,May,2020
8249, Biographic Marley,Liz Flavell,14.95,NA,Comics & Graphic Novels,May,2020
8250, Biographic Audrey,Sophie Collins,14.95,NA,Biography & Autobiography,May,2020
8251, K: A Novel,Ted O'Connell,15.95,NA,Fiction,May,2020
8252, Bouton: The Life of a Baseball Original,Mitchell Nathanson,34.95,NA,Sports & Recreation,May,2020
8253, The Art of Political Murder: Who Killed the Bishop?,Francisco Goldman,17.0,NA,Political Science,May,2020
8254, The Menu: History on a Plate,Eve Marleau,35.0,NA,Cooking,May,2020
8255," My Best Friend, Sometimes",Naomi Danis,17.99,NA,Juvenile Fiction,Apr,2020
8256, 50 Hikes in New Jersey,York-New Jersey Trail Conference New,22.95,NA,Travel,Apr,2020
8257, Twitter: A Biography,Jean Burgess,18.95,NA,Social Science,Apr,2020
8258, White Spaces: Selected Poems and Early Prose,Paul Auster,15.95,NA,Literary Collections,Apr,2020
8259, New York: Treasures of the Museum of the City of New York,Whitney Donhauser,12.95,NA,Art,Apr,2020
8260, The Women Who Revolutionized Fashion: 250 Years of Design,Petra Slinkard,45.0,NA,History,Apr,2020
8261, Sol LeWitt: Folds and Rips: 1966-1980,Sol Lewitt,55.0,NA,Art,Apr,2020
8262, There I Am: The Journey from Hopelessness to Healing-A Memoir,Ruthie Lindsey,26.0,NA,Self-Help,Apr,2020
8263, Kara Walker: Hyundai Commission,Clara Kim,24.95,NA,Art,Apr,2020
8264, Gears of War: Bloodlines,Jason M Hough,14.95,NA,Fiction,Apr,2020
8265, Petal: A World of Flowers Through the Artist's Eye,Adriana Picker,37.0,NA,Reference,Apr,2020
8266, Not Playing by the Rules: 21 Female Athletes Who Changed Sports,Lesa Cline-Ransome,18.99,NA,Juvenile Nonfiction,Apr,2020
8267, Dirt Cheap,Mark Hoffmann,17.99,NA,Juvenile Fiction,Apr,2020
8268, Kept Animals: A Novel,Kate Milliken,27.0,NA,Fiction,Apr,2020
8269, The Making It Guide to Crafting,Creators of Making It,24.99,NA,Crafts & Hobbies,Apr,2020
8270, Don't Let the Doll In (Frightville #1),Mike Ford,5.99,NA,Juvenile Fiction,Apr,2020
8271, The Last Job: The Bad Grandpas and the Hatton Garden Heist,Dan Bilefsky,17.95,NA,True Crime,Apr,2020
8272, Conversations with Paul Auster,James M Hutchisson,25.0,NA,Biography & Autobiography,Apr,2020
8273, The Manhattan Project,Ken Hunt,18.99,NA,Science,Apr,2020
8274, Mosses of the Northern Forest: A Photographic Guide,Jerry Jenkins,16.95,NA,Travel,Apr,2020
8275, American Tacos: A History and Guide,Jose R Ralat,26.95,NA,Cooking,Apr,2020
8276, Little Boy: A Novel,Lawrence Ferlinghetti,15.0,NA,Literary Collections,Apr,2020
8277, Play Smart Preschool Prep! Puzzles Ages 2-4: At-home Write & Wipe Workbook with Erasable Pen,Gakken,8.99,NA,Juvenile Fiction,Apr,2020
8278, Ellsworth Kelly: Windows,Ellsworth Kelly,45.0,NA,Art,Apr,2020
8279, Dimes Times: Emotional Eating,Alissa Wagner,39.95,NA,Cooking,Apr,2020
8280, The Spiral Shell: A French Village Reveals Its Secrets of Jewish Resistance in World War II,Sandell Morse,24.95,NA,History,Apr,2020
8281," Ladies Who Punch: The Explosive Inside Story of ""The View""",Ramin Setoodeh,17.99,NA,Business & Economics,Apr,2020
8282, Alphamaniacs: Builders of 26 Wonders of the Word,Paul Fleischman,19.99,NA,Juvenile Nonfiction,Apr,2020
8283, Calder: The Conquest of Space: The Later Years: 1940-1976,Jed Perl,60.0,NA,Biography & Autobiography,Apr,2020
8284, Diary of a Drag Queen,Crystal Rasmussen,17.0,NA,Performing Arts,Apr,2020
8285, This Is Big: How the Founder of Weight Watchers Changed the World -- and Me,Marisa Meltzer,28.0,NA,Self-Help,Apr,2020
8286, Lean Against This Late Hour,Garous Abdolmalekian,20.0,NA,Poetry,Apr,2020
8287, The Boy and the Wild Blue Girl,Keith Negley,17.99,NA,Juvenile Fiction,Apr,2020
8288, Edward Hopper: A Fresh Look on Landscape,Edward Hopper,68.0,NA,Art,Apr,2020
8289, The Roxy Letters: A Novel,Mary Pauline Lowry,26.0,NA,Fiction,Apr,2020
8290, Planet SOS: 22 Modern Monsters Threatening Our Environment (and What You Can Do to Defeat Them!),Marie G Rohde,24.0,NA,Juvenile Nonfiction,Apr,2020
8291, The More Extravagant Feast: Poems,Leah Naomi Green,16.0,NA,Poetry,Apr,2020
8292, 6-copy counter display Long Story Short,Lisa Brown,89.7,NA,Humor,Apr,2020
8293, Barker House,David Moloney,26.0,NA,Fiction,Apr,2020
8294, Attention: A Love Story,Casey Schwartz,26.95,NA,Social Science,Apr,2020
8295," Seek & Find Biomes: Tundra, Alpine, Forest, Rainforest, Savanna, Grassland, Desert, Freshwater & Marine",Jorrien Peterson,14.99,NA,Juvenile Nonfiction,Apr,2020
8296, The Missing Dwarf: A Branches Book (Once Upon a Fairy Tale #3),Anna Staniszewski,4.99,NA,Juvenile Fiction,Apr,2020
8297, Africa State of Mind: Contemporary Photography of a Continent,Ekow Eshun,60.0,NA,Art,Apr,2020
8298, Afternoon of a Faun: A Novel,James Lasdun,15.95,NA,Fiction,Apr,2020
8299, New Collected Poems,Marianne Moore,25.0,NA,Poetry,Apr,2020
8300, The Astonishing Life of August March: A Novel,Aaron Jackson,27.99,NA,Performing Arts,Apr,2020
8301, Cut to Bloom,Arhm Choi Wild,16.0,NA,Poetry,Apr,2020
8302, Journalism: Why It Matters,Michael Schudson,12.95,NA,Language Arts & Disciplines,Apr,2020
8303," Air of Solitude"" Followed by ""Requiem",Gustave Roud,22.0,NA,Fiction,Apr,2020
8304, Kitra,Gideon Marcus,11.99,NA,Young Adult Fiction,Apr,2020
8305, Re-Imagining America: Finding Hope in Difficult Times,Christopher Schaefer,22.0,NA,Business & Economics,Apr,2020
8306," The Science of Everyday Life: Why Teapots Dribble, Toast Burns and Light Bulbs Shine",Marty Jopson,9.95,NA,Science,Apr,2020
8307, Our Corner Store,Robert Heidbreder,16.95,NA,Juvenile Fiction,Apr,2020
8308, You + Me Forever,Valerie Hsiung,18.0,NA,Poetry,Apr,2020
8309, Eva Hesse and Hannah Wilke: Erotic Abstraction,Eleanor Nairne,75.0,NA,Art,Apr,2020
8310, Wrenched from the Land: Activists Inspired by Edward Abbey,ML Lincoln,24.95,NA,History,Apr,2020
8311, Coconut: How the Shy Fruit Shaped our World,Robin Laurance,26.95,NA,Cooking,Apr,2020
8312, Diary of a Genius,Salvador Dal?-,22.95,NA,Art,Mar,2020
8313, Mother Country: A Novel,Irina Reyn,17.0,NA,Fiction,Mar,2020
8314, Where Joy Resides: A Christopher Isherwood Reader,Christopher Isherwood,20.0,NA,Literary Collections,Mar,2020
8315, The Rivals and Other Stories,Jonah Rosenfeld,24.95,NA,Foreign Language Study,Mar,2020
8316, August: A Novel,Callan Wink,27.0,NA,Fiction,Mar,2020
8317, I Actually Wore This: Clothes We Can't Believe We Bought,Tom Coleman,14.98,NA,Design,Mar,2020
8318, Lessons from Walden: Thoreau and the Crisis of American Democracy,Bob Pepperman Taylor,29.0,NA,Literary Criticism,Mar,2020
8319," Harry Haft: Survivor of Auschwitz, Challenger of Rocky Marciano",Alan Haft,14.95,NA,Sports & Recreation,Mar,2020
8320, Wallpaper* City Guide Osaka,Wallpaper*,12.95,NA,Travel,Mar,2020
8321, Wallpaper* City Guide Athens,Wallpaper*,12.95,NA,Travel,Mar,2020
8322," Moleskine 2020-21 Daily Planner, 18M, Large, Scarlet Red, Soft Cover (5 x 8.25)",Moleskine,27.95,NA,Calendars,Mar,2020
8323, La invencion ocasional / Incidental Inventions,Elena Ferrante,21.95,NA,Literary Collections,Mar,2020
8324, The Upside of Being Down: How Mental Health Struggles Led to My Greatest Successes in Work and Life,Jen Gotch,27.0,NA,Self-Help,Mar,2020
8325, What's Growing in Mommy's Tummy?,Rachel Qiuqi-Li,14.95,NA,Juvenile Fiction,Mar,2020
8326, Lost New York,Marcia Reiss,24.95,NA,History,Mar,2020
8327, Now #8: The New Comics Anthology,Eric Reynolds,12.99,NA,Fiction,Mar,2020
8328, Ellen DeGeneres,Little Bee Books,6.99,NA,Juvenile Nonfiction,Mar,2020
8329, Sew a Bag: A Beginner's Guide to Hand-Sewing,Amy Karol,16.99,NA,Crafts & Hobbies,Mar,2020
8330, The Other Madisons: The Lost History of a President's Black Family,Bettye Kearse,28.0,NA,History,Mar,2020
8331, The Light Years: A Memoir,Chris Rush,18.0,NA,Biography & Autobiography,Mar,2020
8332," The Candy Book of Transversal Creativity: The Best of Candy Magazine, Allegedly",Luis Venegas,60.0,NA,Social Science,Mar,2020
8333, Line of Sight,James Queally,26.0,NA,Fiction,Mar,2020
8334," Diagnosing from a Distance: Debates Over Libel Law, Media, and Psychiatric Ethics from Barry Goldwater to Donald Trump",John Martin-Joy,25.99,NA,Psychology,Mar,2020
8335, The High Line,James Corner Field Operations,69.95,NA,Architecture,Mar,2020
8336, Chuck Close: Mosaics,Chuck Close,30.0,NA,Photography,Mar,2020
8337, Bake from Scratch (Vol 4): Artisan Recipes for the Home Baker,Brian Hart Hoffman,39.95,NA,Cooking,Mar,2020
8338," Rooted, Resilient, and Ready: Empowering Teen Girls As They Grow",Lindsay Sealey,15.99,NA,Education,Mar,2020
8339, Kimono: Kyoto to Catwalk,Anna Jackson,60.0,NA,Antiques & Collectibles,Mar,2020
8340, The Complete Works of Fante Bukowski,Noah Van Sciver,39.99,NA,Fiction,Mar,2020
8341, Bloom Wild: a free-spirited guide to decorating with floral patterns,Bari J Ackerman,29.99,NA,Design,Mar,2020
8342, Mother Tongue: An American Life in Italy,Wallis Wilde-Menozzi,20.0,NA,Biography & Autobiography,Mar,2020
8343, I Was A Teenage Banshee,Sue Webster,50.0,NA,Art,Mar,2020
8344, Silverworld,Diana Abu-Jaber,16.99,NA,Juvenile Fiction,Mar,2020
8345, After Leaving Mr. MacKenzie,Jean Rhys,15.95,NA,Fiction,Mar,2020
8346, Manual for Survival: An Environmental History of the Chernobyl Disaster,Kate Brown,17.95,NA,Political Science,Mar,2020
8347, Irreplaceable: The Fight to Save Our Wild Places,Julian Hoffman,18.95,NA,Nature,Mar,2020
8348, Godless Morality: Keeping Religion Out of Ethics,Richard Holloway,16.0,NA,Philosophy,Mar,2020
8349, Columbus Noir,Andrew Welsh-Huggins,15.95,NA,Fiction,Mar,2020
8350, Entre Nous: Bohemian Chic in the 1960s and 1970s: A Photo Memoir by Mary Russell,Mary Russell,29.95,NA,Photography,Mar,2020
8351, Don't Check Out This Book!,Kate Klise,16.95,NA,Juvenile Fiction,Mar,2020
8352, Young Heroes of the Soviet Union: A Memoir and a Reckoning,Alex Halberstadt,28.0,NA,Family & Relationships,Mar,2020
8353, Squad,Mariah MacCarthy,9.99,NA,Young Adult Fiction,Mar,2020
8354," Follow the Recipe: Poems About Imagination, Celebration, and Cake",Marilyn Singer,16.99,NA,Juvenile Fiction,Mar,2020
8355, The Known Citizen: A History of Privacy in Modern America,Sarah E Igo,22.95,NA,Social Science,Mar,2020
8356, The Bear in My Family,Maya Tatsukawa,17.99,NA,Juvenile Fiction,Mar,2020
8357," The Unwinding of the Miracle: A Memoir of Life, Death, and Everything That Comes After",Julie Yip-Williams,17.0,NA,Family & Relationships,Mar,2020
8358, Yves Saint Laurent,Roxanne Lowit,34.95,NA,Photography,Mar,2020
8359, Blks,Aziza Barnes,10.0,NA,Drama,Mar,2020
8360, Small Mercies,Bridget Krone,11.95,NA,Juvenile Fiction,Mar,2020
8361," Smashing It: Working Class Artists on Life, Art and Making It Happen",Sabrina Mahfouz,18.95,NA,Social Science,Mar,2020
8362, Beyond Memory: An Anthology of Contemporary Arab American Creative Nonfiction,Pauline Kaldas,24.95,NA,Language Arts & Disciplines,Mar,2020
8363, Jump,Charly Evon Simpson,10.0,NA,Drama,Mar,2020
8364, Good Grief,Ngozi Anyanwu,10.0,NA,Drama,Mar,2020
8365, The Homecoming Queen,Ngozi Anyanwu,10.0,NA,Drama,Mar,2020
8366, Women's Work: Stories from Pioneering Women Shaping Our Workforce,Chris Crisman,35.0,NA,Biography & Autobiography,Mar,2020
8367, Modern Container Gardening: How to Create a Stylish Small-Space Garden Anywhere,Isabelle Palmer,22.99,NA,House & Home,Mar,2020
8368, The Becket List: A Blackberry Farm Story,Adele Griffin,7.95,NA,Juvenile Fiction,Mar,2020
8369," A Blissful Feast: Culinary Adventures in Italy's Piedmont, Maremma, and Le Marche",Teresa Lust,27.95,NA,Biography & Autobiography,Mar,2020
8370, All This Marvelous Potential: Robert Kennedy's 1968 Tour of Appalachia,Matthew Algeo,28.99,NA,Political Science,Mar,2020
